id,category,question,best_structure,sample_answer_short,sample_answer_long,personalization_fields,follow_up_questions,red_flags_to_avoid
"IC-Project-0050","Project","Walk me through trade-offs picked in your project.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0051","Project","Project deep dive: scalability humility.","Module Map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Module Map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0052","Project","Explain your project with emphasis on security boundaries.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0053","Project","Walk me through performance discussion without fake metrics in your project.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0054","Project","Project deep dive: API design rationale.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0055","Project","Explain your project with emphasis on database modeling choice.","Module Map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 6] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Module Map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0056","Project","Walk me through frontend state management in your project.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 7] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0057","Project","Project deep dive: deployment truth vs demo-only.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0058","Project","Explain your project with emphasis on team collaboration rituals.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0059","Project","Walk me through documentation you wrote in your project.","Module Map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Module Map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0060","Project","Project deep dive: lessons you'd apply next.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0061","Project","Explain your project with emphasis on alternate design you rejected.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0062","Project","Walk me through third-party integrations in your project.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 6] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0063","Project","Project deep dive: accessibility/basic UX notes.","Module Map","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 7] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Module Map: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0064","Project","Explain your project with emphasis on monitoring/logging truth.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0065","Project","Walk me through CI/CD realism in your project.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Project-0066","Project","Project deep dive: hardware + software crossover.","STAR+T","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR+T: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0001","Technical","During technical practice conversation, demonstrate clarify constraints verbally.","Think Aloud + Clarifiers","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud + Clarifiers: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0002","Technical","Explain/process aloud: state brute force baseline.","Think Aloud","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0003","Technical","During technical practice conversation, demonstrate propose better approach verbally.","STAR micro for debugging stories","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR micro for debugging stories: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0004","Technical","Explain/process aloud: enumerate edge cases.","Think Aloud + Clarifiers","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud + Clarifiers: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0005","Technical","During technical practice conversation, demonstrate simulate dry run verbally.","Think Aloud","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0006","Technical","Explain/process aloud: state time complexity cautiously.","STAR micro for debugging stories","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 6] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR micro for debugging stories: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0007","Technical","During technical practice conversation, demonstrate state space complexity cautiously.","Think Aloud + Clarifiers","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 1] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud + Clarifiers: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0008","Technical","Explain/process aloud: receive hint calmly.","Think Aloud","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 2] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0009","Technical","During technical practice conversation, demonstrate when stuck midway.","STAR micro for debugging stories","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 3] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR micro for debugging stories: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0010","Technical","Explain/process aloud: compare two data structures verbally.","Think Aloud + Clarifiers","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 4] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud + Clarifiers: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0011","Technical","During technical practice conversation, demonstrate explain recursion stack risk simply.","Think Aloud","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 5] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use Think Aloud: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
"IC-Technical-0012","Technical","Explain/process aloud: explain hashing average vs worst case simply.","STAR micro for debugging stories","[Point] Brief truthful headline for your situation. [Proof] One concrete artifact you owned. [Integrity] Mention VERIFY anywhere numbers aren't confirmed. [Close] Invite one thread. [Set 6] Replace bracket fields with truthful details; omit unknowns rather than guessing.","Use STAR micro for debugging stories: keep Situation/Task short; expand Actions YOU took; Results honest (metric or qualitative); Technology only where necessary (STAR+T). End with polite branch offer. Only substitute facts you can verify; say VERIFY for numbers.","[degree_major]; [graduation_month_year]; [location_constraints]; [top_project_hook]; [one_metric_or_VERIFY]; [one_failure_learning]; [one_tool_you_can_define]; Do not use scripts to cheat on live assessments—practice and communication rehearsal only.","`Drill-down: quantify impact?`|`Who else was involved—what was uniquely yours?`|`What trade-off did you consciously accept?`","Fake KPIs/unverifiable prestige; blaming-only answers; jargon without definitions; unethical shortcuts presented as heroic; contradictory timelines; exaggerated titles; mocking users/teammates"
